Date,Time,Objects,Vehicles,Density
31-05-2026,10:54:06,1,0,LOW
31-05-2026,10:54:06,0,0,LOW
31-05-2026,10:54:07,0,0,LOW
31-05-2026,10:54:07,0,0,LOW
31-05-2026,10:54:07,0,0,LOW
31-05-2026,10:54:08,0,0,LOW
31-05-2026,10:54:08,0,0,LOW
31-05-2026,10:54:08,0,0,LOW
31-05-2026,10:54:09,0,0,LOW
31-05-2026,10:54:09,0,0,LOW
31-05-2026,10:54:09,0,0,LOW
31-05-2026,10:54:10,0,0,LOW
31-05-2026,10:54:10,0,0,LOW
31-05-2026,10:54:10,0,0,LOW
31-05-2026,10:54:11,0,0,LOW
31-05-2026,10:54:11,0,0,LOW
31-05-2026,10:54:11,0,0,LOW
31-05-2026,10:54:11,0,0,LOW
31-05-2026,10:54:12,0,0,LOW
31-05-2026,10:54:12,0,0,LOW
31-05-2026,10:54:12,0,0,LOW
31-05-2026,10:54:13,0,0,LOW
31-05-2026,10:54:13,0,0,LOW
31-05-2026,10:54:13,0,0,LOW
31-05-2026,10:54:14,0,0,LOW
31-05-2026,10:54:14,0,0,LOW
31-05-2026,10:54:14,0,0,LOW
31-05-2026,10:54:15,0,0,LOW
31-05-2026,10:54:15,0,0,LOW
31-05-2026,10:54:15,0,0,LOW
31-05-2026,10:54:16,0,0,LOW
31-05-2026,10:54:16,0,0,LOW
31-05-2026,10:54:16,0,0,LOW
31-05-2026,10:54:17,0,0,LOW
31-05-2026,10:54:17,0,0,LOW
31-05-2026,10:54:17,1,0,LOW
31-05-2026,10:54:18,1,0,LOW
31-05-2026,10:54:18,1,0,LOW
31-05-2026,10:54:18,1,0,LOW
31-05-2026,10:54:19,1,0,LOW
31-05-2026,10:54:19,1,0,LOW
31-05-2026,10:54:19,0,0,LOW
31-05-2026,10:54:20,1,0,LOW
31-05-2026,10:54:20,1,0,LOW
31-05-2026,10:54:20,1,0,LOW
31-05-2026,10:54:21,1,0,LOW
31-05-2026,10:54:21,1,0,LOW
31-05-2026,10:54:21,1,0,LOW
31-05-2026,10:54:21,1,0,LOW
31-05-2026,10:54:22,1,0,LOW
31-05-2026,10:54:22,1,0,LOW
31-05-2026,10:54:22,1,0,LOW
31-05-2026,10:54:23,1,0,LOW
31-05-2026,10:54:23,1,0,LOW
31-05-2026,10:54:23,1,0,LOW
31-05-2026,10:54:24,1,0,LOW
31-05-2026,10:54:24,1,0,LOW
31-05-2026,10:54:24,1,0,LOW
31-05-2026,10:54:25,1,0,LOW
31-05-2026,10:54:25,1,0,LOW
31-05-2026,10:54:25,1,0,LOW
Date,Time,Objects,Vehicles,Density
31-05-2026,11:05:27,1,0,LOW
Date,Time,Objects,Vehicles,Density
31-05-2026,11:07:28,1,0,LOW
31-05-2026,11:07:28,1,0,LOW
31-05-2026,11:07:29,1,0,LOW
31-05-2026,11:07:29,1,0,LOW
31-05-2026,11:07:29,1,0,LOW
31-05-2026,11:07:30,1,0,LOW
31-05-2026,11:07:30,1,0,LOW
31-05-2026,11:07:31,1,0,LOW
31-05-2026,11:07:31,1,0,LOW
31-05-2026,11:07:31,1,0,LOW
31-05-2026,11:07:32,1,0,LOW
31-05-2026,11:07:32,1,0,LOW
31-05-2026,11:07:33,1,0,LOW
31-05-2026,11:07:33,1,0,LOW
31-05-2026,11:07:34,1,0,LOW
31-05-2026,11:07:34,1,0,LOW
31-05-2026,11:07:34,1,0,LOW
31-05-2026,11:07:35,1,0,LOW
31-05-2026,11:07:35,1,0,LOW
31-05-2026,11:07:36,1,0,LOW
31-05-2026,11:07:36,1,0,LOW
31-05-2026,11:07:37,1,0,LOW
31-05-2026,11:07:37,1,0,LOW
31-05-2026,11:07:37,1,0,LOW
31-05-2026,11:07:38,1,0,LOW
31-05-2026,11:07:38,1,0,LOW
31-05-2026,11:07:39,1,0,LOW
31-05-2026,11:07:39,1,0,LOW
31-05-2026,11:07:40,1,0,LOW
31-05-2026,11:07:40,1,0,LOW
31-05-2026,11:07:40,1,0,LOW
31-05-2026,11:07:41,1,0,LOW
31-05-2026,11:07:41,1,0,LOW
31-05-2026,11:07:42,1,0,LOW
31-05-2026,11:07:42,1,0,LOW
31-05-2026,11:07:42,1,0,LOW
31-05-2026,11:07:43,1,0,LOW
31-05-2026,11:07:43,1,0,LOW
31-05-2026,11:07:44,1,0,LOW
31-05-2026,11:07:44,1,0,LOW
31-05-2026,11:07:44,1,0,LOW
31-05-2026,11:07:45,1,0,LOW
31-05-2026,11:07:45,1,0,LOW
31-05-2026,11:07:46,1,0,LOW
31-05-2026,11:07:46,1,0,LOW
31-05-2026,11:07:47,1,0,LOW
31-05-2026,11:07:47,1,0,LOW
31-05-2026,11:07:47,1,0,LOW
31-05-2026,11:07:48,1,0,LOW
31-05-2026,11:07:48,1,0,LOW
31-05-2026,11:07:49,1,0,LOW
31-05-2026,11:07:49,1,0,LOW
31-05-2026,11:07:49,1,0,LOW
31-05-2026,11:07:50,1,0,LOW
31-05-2026,11:07:50,1,0,LOW
31-05-2026,11:07:51,1,0,LOW
31-05-2026,11:07:51,1,0,LOW
31-05-2026,11:07:51,1,0,LOW
31-05-2026,11:07:52,1,0,LOW
31-05-2026,11:07:52,1,0,LOW
31-05-2026,11:07:53,1,0,LOW
31-05-2026,11:07:53,1,0,LOW
31-05-2026,11:07:54,1,0,LOW
31-05-2026,11:07:54,1,0,LOW
31-05-2026,11:07:54,1,0,LOW
31-05-2026,11:07:55,1,0,LOW
31-05-2026,11:07:55,1,0,LOW
31-05-2026,11:07:55,1,0,LOW
31-05-2026,11:07:56,1,0,LOW
31-05-2026,11:07:56,1,0,LOW
31-05-2026,11:07:57,1,0,LOW
31-05-2026,11:07:57,1,0,LOW
31-05-2026,11:07:58,2,0,LOW
31-05-2026,11:07:58,1,0,LOW
31-05-2026,11:07:58,1,0,LOW
31-05-2026,11:07:59,1,0,LOW
31-05-2026,11:07:59,1,0,LOW
31-05-2026,11:08:00,1,0,LOW
31-05-2026,11:08:00,1,0,LOW
31-05-2026,11:08:00,2,0,LOW
31-05-2026,11:08:01,2,0,LOW
31-05-2026,11:08:01,1,0,LOW
31-05-2026,11:08:02,1,0,LOW
31-05-2026,11:08:02,2,1,LOW
31-05-2026,11:08:02,0,0,LOW
31-05-2026,11:08:03,0,0,LOW
31-05-2026,11:08:03,0,0,LOW
31-05-2026,11:08:04,0,0,LOW
31-05-2026,11:08:04,3,2,LOW
31-05-2026,11:08:05,3,3,LOW
31-05-2026,11:08:05,5,5,MEDIUM
31-05-2026,11:08:05,4,4,LOW
31-05-2026,11:08:06,2,2,LOW
31-05-2026,11:08:06,5,5,MEDIUM
31-05-2026,11:08:06,5,3,LOW
31-05-2026,11:08:07,4,3,LOW
31-05-2026,11:08:07,6,5,MEDIUM
31-05-2026,11:08:08,6,5,MEDIUM
31-05-2026,11:08:08,7,6,MEDIUM
31-05-2026,11:08:08,7,7,MEDIUM
31-05-2026,11:08:09,6,4,LOW
31-05-2026,11:08:09,9,6,MEDIUM
31-05-2026,11:08:10,6,5,MEDIUM
31-05-2026,11:08:10,7,5,MEDIUM
31-05-2026,11:08:10,4,3,LOW
31-05-2026,11:08:11,9,6,MEDIUM
31-05-2026,11:08:11,4,4,LOW
31-05-2026,11:08:12,6,5,MEDIUM
31-05-2026,11:08:12,3,1,LOW
31-05-2026,11:08:13,3,2,LOW
31-05-2026,11:08:13,2,2,LOW
31-05-2026,11:08:13,0,0,LOW
31-05-2026,11:08:14,0,0,LOW
31-05-2026,11:08:14,0,0,LOW
31-05-2026,11:08:15,1,0,LOW
31-05-2026,11:08:15,1,0,LOW
31-05-2026,11:08:15,1,0,LOW
31-05-2026,11:08:16,0,0,LOW
31-05-2026,11:08:16,0,0,LOW
31-05-2026,11:08:17,2,1,LOW
31-05-2026,11:08:17,1,0,LOW
31-05-2026,11:08:17,4,3,LOW
31-05-2026,11:08:18,1,1,LOW
31-05-2026,11:08:18,3,3,LOW
31-05-2026,11:08:19,5,4,LOW
31-05-2026,11:08:19,3,2,LOW
31-05-2026,11:08:19,1,1,LOW
31-05-2026,11:08:20,3,2,LOW
31-05-2026,11:08:20,1,1,LOW
31-05-2026,11:08:21,3,2,LOW
31-05-2026,11:08:21,1,1,LOW
31-05-2026,11:08:21,3,3,LOW
31-05-2026,11:08:22,2,2,LOW
31-05-2026,11:08:22,1,1,LOW
31-05-2026,11:08:23,2,2,LOW
31-05-2026,11:08:23,3,3,LOW
31-05-2026,11:08:23,2,2,LOW
31-05-2026,11:08:24,2,2,LOW
31-05-2026,11:08:24,3,3,LOW
31-05-2026,11:08:25,1,1,LOW
31-05-2026,11:08:25,2,2,LOW
31-05-2026,11:08:25,2,2,LOW
31-05-2026,11:08:26,2,2,LOW
31-05-2026,11:08:26,2,2,LOW
31-05-2026,11:08:27,5,4,LOW
31-05-2026,11:08:27,0,0,LOW
31-05-2026,11:08:27,3,2,LOW
31-05-2026,11:08:28,0,0,LOW
31-05-2026,11:08:28,2,0,LOW
31-05-2026,11:08:29,0,0,LOW
31-05-2026,11:08:29,0,0,LOW
31-05-2026,11:08:29,1,1,LOW
31-05-2026,11:08:30,2,2,LOW
31-05-2026,11:08:30,1,1,LOW
31-05-2026,11:08:31,5,3,LOW
31-05-2026,11:08:31,7,5,MEDIUM
31-05-2026,11:08:31,5,3,LOW
31-05-2026,11:08:32,5,3,LOW
31-05-2026,11:08:32,2,1,LOW
31-05-2026,11:08:33,2,0,LOW
31-05-2026,11:08:33,3,1,LOW
31-05-2026,11:08:33,4,2,LOW
31-05-2026,11:08:34,3,1,LOW
31-05-2026,11:08:34,3,1,LOW
31-05-2026,11:08:35,5,3,LOW
31-05-2026,11:08:35,5,3,LOW
31-05-2026,11:08:35,3,1,LOW
31-05-2026,11:08:36,3,1,LOW
31-05-2026,11:08:36,3,1,LOW
31-05-2026,11:08:37,3,1,LOW
31-05-2026,11:08:37,0,0,LOW
31-05-2026,11:08:37,2,0,LOW
31-05-2026,11:08:38,0,0,LOW
31-05-2026,11:08:38,1,0,LOW
31-05-2026,11:08:39,0,0,LOW
31-05-2026,11:08:39,1,0,LOW
31-05-2026,11:08:40,1,0,LOW
31-05-2026,11:08:40,1,0,LOW
31-05-2026,11:08:40,1,0,LOW
31-05-2026,11:08:41,1,0,LOW
31-05-2026,11:08:41,1,0,LOW
31-05-2026,11:08:42,0,0,LOW
31-05-2026,11:08:42,0,0,LOW
31-05-2026,11:08:42,0,0,LOW
31-05-2026,11:08:43,0,0,LOW
31-05-2026,11:08:43,0,0,LOW
31-05-2026,11:08:44,0,0,LOW
31-05-2026,11:08:44,0,0,LOW
31-05-2026,11:08:44,0,0,LOW
31-05-2026,11:08:45,0,0,LOW
31-05-2026,11:08:45,1,1,LOW
31-05-2026,11:08:46,4,3,LOW
31-05-2026,11:08:46,1,1,LOW
31-05-2026,11:08:46,1,1,LOW
31-05-2026,11:08:47,0,0,LOW
31-05-2026,11:08:47,0,0,LOW
31-05-2026,11:08:48,2,0,LOW
31-05-2026,11:08:48,1,0,LOW
31-05-2026,11:08:48,0,0,LOW
31-05-2026,11:08:49,0,0,LOW
31-05-2026,11:08:49,2,1,LOW
31-05-2026,11:08:50,2,2,LOW
31-05-2026,11:08:50,3,2,LOW
31-05-2026,11:08:50,4,3,LOW
31-05-2026,11:08:51,7,4,LOW
31-05-2026,11:08:51,4,2,LOW
31-05-2026,11:08:52,3,2,LOW
31-05-2026,11:08:52,8,6,MEDIUM
31-05-2026,11:08:52,1,1,LOW
31-05-2026,11:08:53,0,0,LOW
31-05-2026,11:08:53,2,1,LOW
31-05-2026,11:08:54,1,0,LOW
31-05-2026,11:08:54,1,0,LOW
31-05-2026,11:08:54,2,1,LOW
31-05-2026,11:08:55,2,0,LOW
31-05-2026,11:08:55,3,1,LOW
31-05-2026,11:08:56,5,3,LOW
31-05-2026,11:08:56,5,3,LOW
31-05-2026,11:08:56,3,1,LOW
31-05-2026,11:08:57,3,2,LOW
31-05-2026,11:08:57,5,4,LOW
31-05-2026,11:08:58,3,1,LOW
31-05-2026,11:08:58,3,2,LOW
31-05-2026,11:08:58,5,3,LOW
31-05-2026,11:08:59,2,1,LOW
31-05-2026,11:08:59,4,2,LOW
31-05-2026,11:09:00,5,3,LOW
31-05-2026,11:09:00,3,2,LOW
31-05-2026,11:09:00,4,2,LOW
31-05-2026,11:09:01,5,4,LOW
31-05-2026,11:09:01,5,3,LOW
31-05-2026,11:09:02,7,5,MEDIUM
31-05-2026,11:09:02,6,4,LOW
31-05-2026,11:09:02,6,4,LOW
31-05-2026,11:09:03,7,5,MEDIUM
31-05-2026,11:09:03,8,6,MEDIUM
31-05-2026,11:09:04,6,4,LOW
31-05-2026,11:09:04,8,6,MEDIUM
31-05-2026,11:09:04,9,6,MEDIUM
31-05-2026,11:09:05,7,5,MEDIUM
31-05-2026,11:09:05,6,4,LOW
31-05-2026,11:09:06,7,6,MEDIUM
31-05-2026,11:09:06,9,6,MEDIUM
31-05-2026,11:09:06,7,5,MEDIUM
31-05-2026,11:09:07,7,5,MEDIUM
31-05-2026,11:09:07,7,6,MEDIUM
31-05-2026,11:09:08,6,4,LOW
31-05-2026,11:09:08,6,4,LOW
31-05-2026,11:09:09,4,3,LOW
31-05-2026,11:09:09,6,5,MEDIUM
31-05-2026,11:09:09,5,3,LOW
31-05-2026,11:09:10,4,1,LOW
31-05-2026,11:09:10,2,1,LOW
31-05-2026,11:09:10,0,0,LOW
31-05-2026,11:09:11,1,0,LOW
31-05-2026,11:09:11,1,0,LOW
31-05-2026,11:09:12,1,0,LOW
31-05-2026,11:09:12,1,0,LOW
31-05-2026,11:09:12,1,0,LOW
31-05-2026,11:09:13,1,0,LOW
31-05-2026,11:09:13,1,0,LOW
31-05-2026,11:09:14,1,0,LOW
31-05-2026,11:09:14,1,0,LOW
31-05-2026,11:09:14,1,0,LOW
31-05-2026,11:09:15,1,0,LOW
31-05-2026,11:09:15,1,0,LOW
31-05-2026,11:09:16,1,0,LOW
31-05-2026,11:09:16,1,0,LOW
31-05-2026,11:09:17,1,0,LOW
31-05-2026,11:09:17,1,0,LOW
31-05-2026,11:09:17,1,0,LOW
31-05-2026,11:09:18,1,0,LOW
31-05-2026,11:09:18,1,0,LOW
31-05-2026,11:09:19,1,0,LOW
31-05-2026,11:09:19,1,0,LOW
31-05-2026,11:09:20,1,0,LOW
31-05-2026,11:09:20,1,0,LOW
31-05-2026,11:09:20,1,0,LOW
31-05-2026,11:09:21,1,0,LOW
31-05-2026,11:09:21,1,0,LOW
31-05-2026,11:09:22,1,0,LOW
31-05-2026,11:09:22,1,0,LOW
31-05-2026,11:09:23,1,0,LOW
31-05-2026,11:09:23,1,0,LOW
31-05-2026,11:09:23,1,0,LOW
31-05-2026,11:09:24,1,0,LOW
31-05-2026,11:09:24,1,0,LOW
31-05-2026,11:09:25,1,0,LOW
31-05-2026,11:09:25,1,0,LOW
31-05-2026,11:09:25,1,0,LOW
31-05-2026,11:09:26,1,0,LOW
31-05-2026,11:09:26,1,0,LOW
31-05-2026,11:09:27,0,0,LOW
31-05-2026,11:09:27,1,0,LOW
31-05-2026,11:09:27,1,0,LOW
31-05-2026,11:09:28,1,0,LOW
31-05-2026,11:09:28,1,0,LOW
31-05-2026,11:09:29,1,0,LOW
31-05-2026,11:09:29,1,0,LOW
31-05-2026,11:09:29,1,0,LOW
31-05-2026,11:09:30,1,0,LOW
31-05-2026,11:09:30,1,0,LOW
31-05-2026,11:09:31,1,0,LOW
Date,Time,Objects,Vehicles,Density
01-06-2026,23:37:49,1,0,LOW
01-06-2026,23:37:49,1,0,LOW
01-06-2026,23:37:49,1,0,LOW
01-06-2026,23:37:50,1,0,LOW
01-06-2026,23:37:50,1,0,LOW
01-06-2026,23:37:50,1,0,LOW
01-06-2026,23:37:50,1,0,LOW
01-06-2026,23:37:51,1,0,LOW
01-06-2026,23:37:51,1,0,LOW
01-06-2026,23:37:51,1,0,LOW
01-06-2026,23:37:51,1,0,LOW
01-06-2026,23:37:51,1,0,LOW
01-06-2026,23:37:52,1,0,LOW
01-06-2026,23:37:52,1,0,LOW
01-06-2026,23:37:52,1,0,LOW
01-06-2026,23:37:52,1,0,LOW
01-06-2026,23:37:53,1,0,LOW
01-06-2026,23:37:53,1,0,LOW
01-06-2026,23:37:53,1,0,LOW
01-06-2026,23:37:53,1,0,LOW
01-06-2026,23:37:54,1,0,LOW
01-06-2026,23:37:54,1,0,LOW
01-06-2026,23:37:54,1,0,LOW
01-06-2026,23:37:54,1,0,LOW
01-06-2026,23:37:55,1,0,LOW
01-06-2026,23:37:55,1,0,LOW
01-06-2026,23:37:55,1,0,LOW
01-06-2026,23:37:55,1,0,LOW
01-06-2026,23:37:56,1,0,LOW
01-06-2026,23:37:56,1,0,LOW
Date,Time,Objects,Vehicles,Density
01-06-2026,23:43:59,1,0,LOW
01-06-2026,23:44:00,1,0,LOW
01-06-2026,23:44:00,1,0,LOW
01-06-2026,23:44:00,1,0,LOW
01-06-2026,23:44:00,1,0,LOW
01-06-2026,23:44:01,1,0,LOW
01-06-2026,23:44:01,1,0,LOW
01-06-2026,23:44:01,1,0,LOW
01-06-2026,23:44:01,1,0,LOW
01-06-2026,23:44:01,1,0,LOW
01-06-2026,23:44:02,1,0,LOW
01-06-2026,23:44:02,1,0,LOW
01-06-2026,23:44:02,1,0,LOW
01-06-2026,23:44:02,1,0,LOW
01-06-2026,23:44:03,1,0,LOW
01-06-2026,23:44:03,1,0,LOW
01-06-2026,23:44:03,1,0,LOW
01-06-2026,23:44:03,1,0,LOW
01-06-2026,23:44:04,1,0,LOW
01-06-2026,23:44:04,1,0,LOW
01-06-2026,23:44:04,1,0,LOW
01-06-2026,23:44:04,1,0,LOW
01-06-2026,23:44:05,1,0,LOW
01-06-2026,23:44:05,1,0,LOW
01-06-2026,23:44:05,1,0,LOW
01-06-2026,23:44:05,1,0,LOW
01-06-2026,23:44:06,1,0,LOW
01-06-2026,23:44:06,1,0,LOW
01-06-2026,23:44:06,1,0,LOW
01-06-2026,23:44:07,1,0,LOW
01-06-2026,23:44:07,1,0,LOW
01-06-2026,23:44:07,1,0,LOW
01-06-2026,23:44:07,1,0,LOW
01-06-2026,23:44:08,1,0,LOW
01-06-2026,23:44:08,1,0,LOW
01-06-2026,23:44:08,1,0,LOW
01-06-2026,23:44:08,1,0,LOW
01-06-2026,23:44:09,1,0,LOW
01-06-2026,23:44:09,1,0,LOW
01-06-2026,23:44:09,1,0,LOW
01-06-2026,23:44:09,1,0,LOW
01-06-2026,23:44:09,1,0,LOW
01-06-2026,23:44:10,1,0,LOW
01-06-2026,23:44:10,1,0,LOW
01-06-2026,23:44:10,1,0,LOW
01-06-2026,23:44:10,1,0,LOW
01-06-2026,23:44:11,1,0,LOW
01-06-2026,23:44:11,1,0,LOW
01-06-2026,23:44:11,1,0,LOW
01-06-2026,23:44:11,1,0,LOW
01-06-2026,23:44:12,1,0,LOW
01-06-2026,23:44:12,1,0,LOW
01-06-2026,23:44:12,1,0,LOW
01-06-2026,23:44:12,1,0,LOW
01-06-2026,23:44:13,1,0,LOW
01-06-2026,23:44:13,1,0,LOW
01-06-2026,23:44:13,1,0,LOW
01-06-2026,23:44:13,1,0,LOW
01-06-2026,23:44:14,1,0,LOW
01-06-2026,23:44:14,1,0,LOW
01-06-2026,23:44:14,1,0,LOW
01-06-2026,23:44:14,1,0,LOW
01-06-2026,23:44:15,1,0,LOW
01-06-2026,23:44:15,1,0,LOW
01-06-2026,23:44:15,1,0,LOW
01-06-2026,23:44:15,1,0,LOW
01-06-2026,23:44:16,1,0,LOW
01-06-2026,23:44:16,1,0,LOW
01-06-2026,23:44:16,1,0,LOW
01-06-2026,23:44:16,1,0,LOW
01-06-2026,23:44:17,1,0,LOW
01-06-2026,23:44:17,1,0,LOW
01-06-2026,23:44:17,1,0,LOW
01-06-2026,23:44:17,1,0,LOW
01-06-2026,23:44:18,1,0,LOW
01-06-2026,23:44:18,1,0,LOW
01-06-2026,23:44:18,1,0,LOW
Date,Time,Objects,Vehicles,Density
02-06-2026,11:08:15,1,0,LOW
02-06-2026,11:08:16,1,0,LOW
02-06-2026,11:08:16,1,0,LOW
02-06-2026,11:08:17,1,0,LOW
02-06-2026,11:08:17,1,0,LOW
02-06-2026,11:08:18,1,0,LOW
02-06-2026,11:08:18,1,0,LOW
02-06-2026,11:08:19,1,0,LOW
02-06-2026,11:08:19,1,0,LOW
02-06-2026,11:08:19,1,0,LOW
02-06-2026,11:08:20,1,0,LOW
02-06-2026,11:08:20,1,0,LOW
02-06-2026,11:08:21,1,0,LOW
02-06-2026,11:08:21,1,0,LOW
02-06-2026,11:08:22,1,0,LOW
02-06-2026,11:08:22,1,0,LOW
02-06-2026,11:08:22,1,0,LOW
02-06-2026,11:08:23,1,0,LOW
02-06-2026,11:08:23,1,0,LOW
02-06-2026,11:08:24,1,0,LOW
02-06-2026,11:08:24,1,0,LOW
02-06-2026,11:08:24,1,0,LOW
02-06-2026,11:08:25,1,0,LOW
02-06-2026,11:08:25,1,0,LOW
02-06-2026,11:08:26,1,0,LOW
02-06-2026,11:08:26,1,0,LOW
02-06-2026,11:08:27,1,0,LOW
02-06-2026,11:08:27,1,0,LOW
02-06-2026,11:08:28,1,0,LOW
02-06-2026,11:08:28,1,0,LOW
02-06-2026,11:08:29,1,0,LOW
02-06-2026,11:08:29,1,0,LOW
02-06-2026,11:08:30,1,0,LOW
02-06-2026,11:08:30,1,0,LOW
02-06-2026,11:08:30,1,0,LOW
02-06-2026,11:08:31,1,0,LOW
02-06-2026,11:08:31,1,0,LOW
02-06-2026,11:08:32,1,0,LOW
02-06-2026,11:08:32,1,0,LOW
02-06-2026,11:08:33,1,0,LOW
02-06-2026,11:08:33,1,0,LOW
02-06-2026,11:08:33,1,0,LOW
Date,Time,Objects,Vehicles,Density
02-06-2026,13:09:42,1,0,LOW
02-06-2026,13:09:42,1,0,LOW
02-06-2026,13:09:43,1,0,LOW
02-06-2026,13:09:43,1,0,LOW
02-06-2026,13:09:43,1,0,LOW
02-06-2026,13:09:43,1,0,LOW
02-06-2026,13:09:44,1,0,LOW
02-06-2026,13:09:44,1,0,LOW
02-06-2026,13:09:44,1,0,LOW
02-06-2026,13:09:45,1,0,LOW
02-06-2026,13:09:45,1,0,LOW
02-06-2026,13:09:45,1,0,LOW
02-06-2026,13:09:45,1,0,LOW
02-06-2026,13:09:46,1,0,LOW
02-06-2026,13:09:46,1,0,LOW
02-06-2026,13:09:46,1,0,LOW
